=== RUN   TestCompleteWorkflow
    gpu_test.go:317: Creating input vectors...
    gpu_test.go:337: Initializing communicator...
    gpu_test.go:350: Transferring vectors to GPUs...
    gpu_test.go:374: Starting group operation...
    gpu_test.go:383: Beginning AllReduce operation...
    gpu_test.go:403: Ending group operation...
    gpu_test.go:411: Checking status...
    gpu_test.go:430: Operation completed, copying results...
    gpu_test.go:457: Result[914] = 0.000000, want 10.000000
    gpu_test.go:457: Result[915] = 0.000000, want 10.000000
    gpu_test.go:457: Result[916] = 0.000000, want 10.000000
    gpu_test.go:457: Result[917] = 0.000000, want 10.000000
    gpu_test.go:457: Result[918] = 0.000000, want 10.000000
    gpu_test.go:457: Result[919] = 0.000000, want 10.000000
    gpu_test.go:457: Result[920] = 0.000000, want 10.000000
    gpu_test.go:457: Result[921] = 0.000000, want 10.000000
    gpu_test.go:457: Result[922] = 0.000000, want 10.000000
    gpu_test.go:457: Result[923] = 0.000000, want 10.000000
    gpu_test.go:457: Result[924] = 0.000000, want 10.000000
    gpu_test.go:457: Result[925] = 0.000000, want 10.000000
    gpu_test.go:457: Result[926] = 0.000000, want 10.000000
    gpu_test.go:457: Result[927] = 0.000000, want 10.000000
    gpu_test.go:457: Result[928] = 0.000000, want 10.000000
    gpu_test.go:457: Result[929] = 0.000000, want 10.000000
    gpu_test.go:457: Result[930] = 0.000000, want 10.000000
    gpu_test.go:457: Result[931] = 0.000000, want 10.000000
    gpu_test.go:457: Result[932] = 0.000000, want 10.000000
    gpu_test.go:457: Result[933] = 0.000000, want 10.000000
    gpu_test.go:457: Result[934] = 0.000000, want 10.000000
    gpu_test.go:457: Result[935] = 0.000000, want 10.000000
    gpu_test.go:457: Result[936] = 0.000000, want 10.000000
    gpu_test.go:457: Result[937] = 0.000000, want 10.000000
    gpu_test.go:457: Result[938] = 0.000000, want 10.000000
    gpu_test.go:457: Result[939] = 0.000000, want 10.000000
    gpu_test.go:457: Result[940] = 0.000000, want 10.000000
    gpu_test.go:457: Result[941] = 0.000000, want 10.000000
    gpu_test.go:457: Result[942] = 0.000000, want 10.000000
    gpu_test.go:457: Result[943] = 0.000000, want 10.000000
    gpu_test.go:457: Result[944] = 0.000000, want 10.000000
    gpu_test.go:457: Result[945] = 0.000000, want 10.000000
    gpu_test.go:457: Result[946] = 0.000000, want 10.000000
    gpu_test.go:457: Result[947] = 0.000000, want 10.000000
    gpu_test.go:457: Result[948] = 0.000000, want 10.000000
    gpu_test.go:457: Result[949] = 0.000000, want 10.000000
    gpu_test.go:457: Result[950] = 0.000000, want 10.000000
    gpu_test.go:457: Result[951] = 0.000000, want 10.000000
    gpu_test.go:457: Result[952] = 0.000000, want 10.000000
    gpu_test.go:457: Result[953] = 0.000000, want 10.000000
    gpu_test.go:457: Result[954] = 0.000000, want 10.000000
    gpu_test.go:457: Result[955] = 0.000000, want 10.000000
    gpu_test.go:457: Result[956] = 0.000000, want 10.000000
    gpu_test.go:457: Result[957] = 0.000000, want 10.000000
    gpu_test.go:457: Result[958] = 0.000000, want 10.000000
    gpu_test.go:457: Result[959] = 0.000000, want 10.000000
    gpu_test.go:457: Result[960] = 0.000000, want 10.000000
    gpu_test.go:457: Result[961] = 0.000000, want 10.000000
    gpu_test.go:457: Result[962] = 0.000000, want 10.000000
    gpu_test.go:457: Result[963] = 0.000000, want 10.000000
    gpu_test.go:457: Result[964] = 0.000000, want 10.000000
    gpu_test.go:457: Result[965] = 0.000000, want 10.000000
    gpu_test.go:457: Result[966] = 0.000000, want 10.000000
    gpu_test.go:457: Result[967] = 0.000000, want 10.000000
    gpu_test.go:457: Result[968] = 0.000000, want 10.000000
    gpu_test.go:457: Result[969] = 0.000000, want 10.000000
    gpu_test.go:457: Result[970] = 0.000000, want 10.000000
    gpu_test.go:457: Result[971] = 0.000000, want 10.000000
    gpu_test.go:457: Result[972] = 0.000000, want 10.000000
    gpu_test.go:457: Result[973] = 0.000000, want 10.000000
    gpu_test.go:457: Result[974] = 0.000000, want 10.000000
    gpu_test.go:457: Result[975] = 0.000000, want 10.000000
    gpu_test.go:457: Result[976] = 0.000000, want 10.000000
    gpu_test.go:457: Result[977] = 0.000000, want 10.000000
    gpu_test.go:457: Result[978] = 0.000000, want 10.000000
    gpu_test.go:457: Result[979] = 0.000000, want 10.000000
    gpu_test.go:457: Result[980] = 0.000000, want 10.000000
    gpu_test.go:457: Result[981] = 0.000000, want 10.000000
    gpu_test.go:457: Result[982] = 0.000000, want 10.000000
    gpu_test.go:457: Result[983] = 0.000000, want 10.000000
    gpu_test.go:457: Result[984] = 0.000000, want 10.000000
    gpu_test.go:457: Result[985] = 0.000000, want 10.000000
    gpu_test.go:457: Result[986] = 0.000000, want 10.000000
    gpu_test.go:457: Result[987] = 0.000000, want 10.000000
    gpu_test.go:457: Result[988] = 0.000000, want 10.000000
    gpu_test.go:457: Result[989] = 0.000000, want 10.000000
    gpu_test.go:457: Result[990] = 0.000000, want 10.000000
    gpu_test.go:457: Result[991] = 0.000000, want 10.000000
    gpu_test.go:457: Result[992] = 0.000000, want 10.000000
    gpu_test.go:457: Result[993] = 0.000000, want 10.000000
    gpu_test.go:457: Result[994] = 0.000000, want 10.000000
    gpu_test.go:457: Result[995] = 0.000000, want 10.000000
    gpu_test.go:457: Result[996] = 0.000000, want 10.000000
    gpu_test.go:457: Result[997] = 0.000000, want 10.000000
    gpu_test.go:457: Result[998] = 0.000000, want 10.000000
    gpu_test.go:457: Result[999] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1000] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1001] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1002] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1003] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1004] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1005] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1006] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1007] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1008] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1009] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1010] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1011] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1012] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1013] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1014] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1015] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1016] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1017] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1018] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1019] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1020] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1021] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1022] = 0.000000, want 10.000000
    gpu_test.go:457: Result[1023] = 0.000000, want 10.000000
    gpu_test.go:461: Successfully completed AllReduce operation across 4 GPUs with vector size 1024
    gpu_test.go:462: Input vectors were filled with values 1,2,3,4 respectively
    gpu_test.go:463: Expected sum per element: 10.000000 (1+2+3+4 = 10)
    gpu_test.go:464: Actual result first element: 0.000000
--- FAIL: TestCompleteWorkflow (0.26s)
FAIL
FAIL	dsml/pkg/tests	0.265s
FAIL
